ghost,1,,,,,,,,
gift,1,,,,,,,,
girl,1,,,,,,,,
give,1,,,,,,,,
glad,1,,,,,,,,
glass,1,,,,,,,,
glasses,1,,,,,,,,
go,1,,,,,,,,
god,1,,,,,,,,
goddess,1,,,,,,,,
gold,1,,,,,,,,
good,1,,,,,,,,
goodbye,1,,,,,,,,
goose,1,,,,,,,,
grand,1,,,,,,,,
grandchild,1,,,,,,,,
granddaughter,1,,,,,,,,
grandfather,1,,,,,,,,
grandma,1,,,,,,,,
grandmother,1,,,,,,,,
grandpa,1,,,,,,,,
grandson,1,,,,,,,,
grass,1,,,,,,,,
gray,1,,,,,,,,
great,1,,,,,,,,
green,1,,,,,,,,
grey,1,,,,,,,,
ground,1,,,,,,,,
group,1,,,,,,,,
grow,1,,,,,,,,
guess,1,,,,,,,,
guest,1,,,,,,,,
guide,1,,,,,,,,
gun,1,,,,,,,,
hair,1,,,,,,,,
haircut,1,,,,,,,,
half,1,,,,,,,,
ham,1,,,,,,,,
hand,1,,,,,,,,
happen,1,,,,,,,,
happy,1,,,,,,,,
hard,1,,,,,,,,
hat,1,,,,,,,,
hate,1,,,,,,,,
have,1,,,,,,,,
he,1,,,,,,,,
head,1,,,,,,,,
health,1,,,,,,,,
hear,1,,,,,,,,
heart,1,,,,,,,,
heat,1,,,,,,,,
heavy,1,,,,,,,,
hello,1,,,,,,,,
help,1,,,,,,,,
her,1,,,,,,,,
here,1,,,,,,,,
high,1,,,,,,,,
hill,1,,,,,,,,
him,1,,,,,,,,
his,1,,,,,,,,
history,1,,,,,,,,
hit,1,,,,,,,,
hold,1,,,,,,,,
hole,1,,,,,,,,
holiday,1,,,,,,,,
home,1,,,,,,,,
homework,1,,,,,,,,
hope,1,,,,,,,,
horse,1,,,,,,,,
hot,1,,,,,,,,
hour,1,,,,,,,,
house,1,,,,,,,,
how,1,,,,,,,,
huge,1,,,,,,,,
human,1,,,,,,,,
hundred,1,,,,,,,,
hungry,1,,,,,,,,
hurt,1,,,,,,,,
husband,1,,,,,,,,
I,1,,,,,,,,
ice,1,,,,,,,,
idea,1,,,,,,,,
if,1,,,,,,,,
important,1,,,,,,,,
in,1,,,,,,,,
inch,1,,,,,,,,
inside,1,,,,,,,,
interest,1,,,,,,,,
into,1,,,,,,,,
iron,1,,,,,,,,
is,1,,,,,,,,
it,1,,,,,,,,
its,1,,,,,,,,
jam,1,,,,,,,,
January,1,,,,,,,,
job,1,,,,,,,,
join,1,,,,,,,,
joke,1,,,,,,,,
joy,1,,,,,,,,
juice,1,,,,,,,,
July,1,,,,,,,,
jump,1,,,,,,,,
June,1,,,,,,,,
just,1,,,,,,,,
keep,1,,,,,,,,
keeper,1,,,,,,,,
key,1,,,,,,,,
kick,1,,,,,,,,
kid,1,,,,,,,,
kill,1,,,,,,,,
kind,1,,,,,,,,
king,1,,,,,,,,
kiss,1,,,,,,,,
kitchen,1,,,,,,,,
kite,1,,,,,,,,
kitten,1,,,,,,,,
knee,1,,,,,,,,
knife,1,,,,,,,,
know,1,,,,,,,,
lack,1,,,,,,,,
lady,1,,,,,,,,
lake,1,,,,,,,,
lamb,1,,,,,,,,
lamp,1,,,,,,,,
land,1,,,,,,,,
large,1,,,,,,,,
last,1,,,,,,,,
late,1,,,,,,,,
laugh,1,,,,,,,,
law,1,,,,,,,,
lay,1,,,,,,,,
lazy,1,,,,,,,,
lead,1,,,,,,,,
leader,1,,,,,,,,
leaf,1,,,,,,,,
learn,1,,,,,,,,
least,1,,,,,,,,
leave,1,,,,,,,,
left,1,,,,,,,,
leg,1,,,,,,,,
less,1,,,,,,,,
lesson,1,,,,,,,,
let,1,,,,,,,,
letter,1,,,,,,,,
LEVEL,1,,,,,,,,
lie,1,,,,,,,,
life,1,,,,,,,,
lift,1,,,,,,,,
light,1,,,,,,,,
like,1,,,,,,,,
likely,1,,,,,,,,
lily,1,,,,,,,,
line,1,,,,,,,,
lion,1,,,,,,,,
lip,1,,,,,,,,
list,1,,,,,,,,
listen,1,,,,,,,,
little,1,,,,,,,,
live,1,,,,,,,,
long,1,,,,,,,,
look,1,,,,,,,,
lot,1,,,,,,,,
loud,1,,,,,,,,
love,1,,,,,,,,
low,1,,,,,,,,
lucky,1,,,,,,,,
lunch,1,,,,,,,,
machine,1,,,,,,,,
mad,1,,,,,,,,
mail,1,,,,,,,,
make,1,,,,,,,,
man,1,,,,,,,,
many,1,,,,,,,,
map,1,,,,,,,,
March,1,,,,,,,,
market,1,,,,,,,,
marry,1,,,,,,,,
master,1,,,,,,,,
match,1,,,,,,,,
matter,1,,,,,,,,
May,1,,,,,,,,
maybe,1,,,,,,,,
me,1,,,,,,,,
mean,1,,,,,,,,
meat,1,,,,,,,,
meet,1,,,,,,,,
middle,1,,,,,,,,
mile,1,,,,,,,,
milk,1,,,,,,,,
mind,1,,,,,,,,
minute,1,,,,,,,,
miss,1,,,,,,,,
mistake,1,,,,,,,,
mister,1,,,,,,,,
moment,1,,,,,,,,
mommy,1,,,,,,,,
Monday,1,,,,,,,,
money,1,,,,,,,,
monkey,1,,,,,,,,
month,1,,,,,,,,
moon,1,,,,,,,,
more,1,,,,,,,,
morning,1,,,,,,,,
most,1,,,,,,,,
mother,1,,,,,,,,
mountain,1,,,,,,,,
mouse,1,,,,,,,,
mouth,1,,,,,,,,
movement,1,,,,,,,,
movie,1,,,,,,,,
Mrs.,1,,,,,,,,
Ms.,1,,,,,,,,
much,1,,,,,,,,
mud,1,,,,,,,,
mug,1,,,,,,,,
music,1,,,,,,,,
must,1,,,,,,,,
my,1,,,,,,,,
name,1,,,,,,,,
nation,1,,,,,,,,
nature,1,,,,,,,,
near,1,,,,,,,,
neck,1,,,,,,,,
need,1,,,,,,,,
never,1,,,,,,,,
new,1,,,,,,,,
news,1,,,,,,,,
newspaper,1,,,,,,,,
next,1,,,,,,,,
nice,1,,,,,,,,
night,1,,,,,,,,
nine,1,,,,,,,,
nineteen,1,,,,,,,,
ninety,1,,,,,,,,
no,1,,,,,,,,
noise,1,,,,,,,,
noisy,1,,,,,,,,
noon,1,,,,,,,,
nor,1,,,,,,,,
north,1,,,,,,,,
nose,1,,,,,,,,
not,1,,,,,,,,
note,1,,,,,,,,
nothing,1,,,,,,,,
notice,1,,,,,,,,
November,1,,,,,,,,
now,1,,,,,,,,
number,1,,,,,,,,
nurse,1,,,,,,,,
ocean,1,,,,,,,,
October,1,,,,,,,,
of,1,,,,,,,,
off,1,,,,,,,,
office,1,,,,,,,,
officer,1,,,,,,,,
often,1,,,,,,,,
oil,1,,,,,,,,
old,1,,,,,,,,
on,1,,,,,,,,
once,1,,,,,,,,
one,1,,,,,,,,
only,1,,,,,,,,
open,1,,,,,,,,
or,1,,,,,,,,
orange,1,,,,,,,,
order,1,,,,,,,,
other,1,,,,,,,,
our,1,,,,,,,,
out,1,,,,,,,,
outside,1,,,,,,,,
over,1,,,,,,,,
own,1,,,,,,,,
page,1,,,,,,,,
paint,1,,,,,,,,
pair,1,,,,,,,,
pants,1,,,,,,,,
papa,1,,,,,,,,
paper,1,,,,,,,,
parent,1,,,,,,,,
park,1,,,,,,,,
part,1,,,,,,,,
party,1,,,,,,,,
pass,1,,,,,,,,
past,1,,,,,,,,
pay,1,,,,,,,,
pen,1,,,,,,,,
pencil,1,,,,,,,,
people,1,,,,,,,,
perhaps,1,,,,,,,,
person,1,,,,,,,,
pet,1,,,,,,,,
piano,1,,,,,,,,
picture,1,,,,,,,,
pie,1,,,,,,,,
piece,1,,,,,,,,
pig,1,,,,,,,,
place,1,,,,,,,,
plan,1,,,,,,,,
plane,1,,,,,,,,
plant,1,,,,,,,,
play,1,,,,,,,,
player,1,,,,,,,,
playground,1,,,,,,,,
please,1,,,,,,,,
pocket,1,,,,,,,,
poetry,1,,,,,,,,
point,1,,,,,,,,
police,1,,,,,,,,
policeman,1,,,,,,,,
pond,1,,,,,,,,
pool,1,,,,,,,,
poor,1,,,,,,,,
popcorn,1,,,,,,,,
position,1,,,,,,,,
possible,1,,,,,,,,
potato,1,,,,,,,,
power,1,,,,,,,,
practice,1,,,,,,,,
prepare,1,,,,,,,,
pretty,1,,,,,,,,
price,1,,,,,,,,
print,1,,,,,,,,
problem,1,,,,,,,,
prove,1,,,,,,,,
public,1,,,,,,,,
pull,1,,,,,,,,
purple,1,,,,,,,,
purpose,1,,,,,,,,
push,1,,,,,,,,
put,1,,,,,,,,
queen,1,,,,,,,,
question,1,,,,,,,,
quick,1,,,,,,,,
quiet,1,,,,,,,,
quite,1,,,,,,,,
race,1,,,,,,,,
radio,1,,,,,,,,
railroad,1,,,,,,,,
rain,1,,,,,,,,
rainbow,1,,,,,,,,
raise,1,,,,,,,,
rat,1,,,,,,,,
reach,1,,,,,,,,
read,1,,,,,,,,
ready,1,,,,,,,,
real,1,,,,,,,,
reason,1,,,,,,,,
receive,1,,,,,,,,
red,1,,,,,,,,
remember,1,,,,,,,,
report,1,,,,,,,,
rest,1,,,,,,,,
return,1,,,,,,,,
rice,1,,,,,,,,
rich,1,,,,,,,,
ride,1,,,,,,,,
right,1,,,,,,,,
ring,1,,,,,,,,
rise,1,,,,,,,,
river,1,,,,,,,,
road,1,,,,,,,,
robot,1,,,,,,,,
rock,1,,,,,,,,
roll,1,,,,,,,,
roof,1,,,,,,,,
room,1,,,,,,,,
rooster,1,,,,,,,,
root,1,,,,,,,,
rope,1,,,,,,,,
rose,1,,,,,,,,
round,1,,,,,,,,
row,1,,,,,,,,
rub,1,,,,,,,,
rubber,1,,,,,,,,
rule,1,,,,,,,,
run,1,,,,,,,,
sad,1,,,,,,,,
safe,1,,,,,,,,
sail,1,,,,,,,,
sale,1,,,,,,,,
salt,1,,,,,,,,
same,1,,,,,,,,
sand,1,,,,,,,,
Saturday,1,,,,,,,,
save,1,,,,,,,,
saw,1,,,,,,,,
say,1,,,,,,,,
scare,1,,,,,,,,
scene,1,,,,,,,,
school,1,,,,,,,,
sea,1,,,,,,,,
season,1,,,,,,,,
seat,1,,,,,,,,
second,1,,,,,,,,
see,1,,,,,,,,
seed,1,,,,,,,,
seem,1,,,,,,,,
seesaw,1,,,,,,,,
self,1,,,,,,,,
selfish,1,,,,,,,,
sell,1,,,,,,,,
send,1,,,,,,,,
sense,1,,,,,,,,
sentence,1,,,,,,,,
September,1,,,,,,,,
serve,1,,,,,,,,
service,1,,,,,,,,
set,1,,,,,,,,
seven,1,,,,,,,,
seventeen,1,,,,,,,,
seventy,1,,,,,,,,
several,1,,,,,,,,
shake,1,,,,,,,,
shall,1,,,,,,,,
shape,1,,,,,,,,
shark,1,,,,,,,,
sharp,1,,,,,,,,
she,1,,,,,,,,
sheep,1,,,,,,,,
sheet,1,,,,,,,,
shine,1,,,,,,,,
ship,1,,,,,,,,
shirt,1,,,,,,,,
shoe,1,,,,,,,,
shop,1,,,,,,,,
shore,1,,,,,,,,
short,1,,,,,,,,
shot,1,,,,,,,,
shoulder,1,,,,,,,,
shout,1,,,,,,,,
show,1,,,,,,,,
shut,1,,,,,,,,
shy,1,,,,,,,,
sick,1,,,,,,,,
side,1,,,,,,,,
sight,1,,,,,,,,
silly,1,,,,,,,,
silver,1,,,,,,,,
simple,1,,,,,,,,
since,1,,,,,,,,
sing,1,,,,,,,,
singer,1,,,,,,,,
sir,1,,,,,,,,
sister,1,,,,,,,,
sit,1,,,,,,,,
six,1,,,,,,,,
sixteen,1,,,,,,,,
sixty,1,,,,,,,,
size,1,,,,,,,,
skill,1,,,,,,,,
skin,1,,,,,,,,
sky,1,,,,,,,,
sleep,1,,,,,,,,
slow,1,,,,,,,,
small,1,,,,,,,,
smart,1,,,,,,,,
smell,1,,,,,,,,
smile,1,,,,,,,,
smoke,1,,,,,,,,
snake,1,,,,,,,,
snow,1,,,,,,,,
so,1,,,,,,,,
soap,1,,,,,,,,
soda,1,,,,,,,,
sofa,1,,,,,,,,
soft,1,,,,,,,,
soil,1,,,,,,,,
some,1,,,,,,,,
someone,1,,,,,,,,
something,1,,,,,,,,
sometimes,1,,,,,,,,
son,1,,,,,,,,
song,1,,,,,,,,
soon,1,,,,,,,,
sorry,1,,,,,,,,
soul,1,,,,,,,,
sound,1,,,,,,,,
soup,1,,,,,,,,
sour,1,,,,,,,,
south,1,,,,,,,,
space,1,,,,,,,,
speak,1,,,,,,,,
special,1,,,,,,,,
speech,1,,,,,,,,
spell,1,,,,,,,,
spend,1,,,,,,,,
spoon,1,,,,,,,,
sport,1,,,,,,,,
spring,1,,,,,,,,
stair,1,,,,,,,,
stand,1,,,,,,,,
star,1,,,,,,,,
start,1,,,,,,,,
state,1,,,,,,,,
statement,1,,,,,,,,
station,1,,,,,,,,
stay,1,,,,,,,,
step,1,,,,,,,,
still,1,,,,,,,,
stone,1,,,,,,,,
stop,1,,,,,,,,
store,1,,,,,,,,
story,1,,,,,,,,
strange,1,,,,,,,,
street,1,,,,,,,,
strong,1,,,,,,,,
student,1,,,,,,,,
study,1,,,,,,,,
stupid,1,,,,,,,,
such,1,,,,,,,,
sugar,1,,,,,,,,
summer,1,,,,,,,,
sun,1,,,,,,,,
Sunday,1,,,,,,,,
super,1,,,,,,,,
supper,1,,,,,,,,
sure,1,,,,,,,,
surprise,1,,,,,,,,
sweet,1,,,,,,,,
swim,1,,,,,,,,
table,1,,,,,,,,
tail,1,,,,,,,,
take,1,,,,,,,,
tale,1,,,,,,,,
talk,1,,,,,,,,
tall,1,,,,,,,,
taste,1,,,,,,,,
taxicab,1,,,,,,,,
tea,1,,,,,,,,
teach,1,,,,,,,,
teacher,1,,,,,,,,
tell,1,,,,,,,,
ten,1,,,,,,,,
than,1,,,,,,,,
thank,1,,,,,,,,
that,1,,,,,,,,
the,1,,,,,,,,
their,1,,,,,,,,
them,1,,,,,,,,
then,1,,,,,,,,
there,1,,,,,,,,
these,1,,,,,,,,
they,1,,,,,,,,
thing,1,,,,,,,,
think,1,,,,,,,,
third,1,,,,,,,,
thirteen,1,,,,,,,,
thirty,1,,,,,,,,
this,1,,,,,,,,
those,1,,,,,,,,
though,1,,,,,,,,
thought,1,,,,,,,,
thousand,1,,,,,,,,
three,1,,,,,,,,
throw,1,,,,,,,,
Thursday,1,,,,,,,,
thus,1,,,,,,,,
ticket,1,,,,,,,,
tie,1,,,,,,,,
tiger,1,,,,,,,,
time,1,,,,,,,,
tiny,1,,,,,,,,
tire,1,,,,,,,,
to,1,,,,,,,,
today,1,,,,,,,,
together,1,,,,,,,,
tomorrow,1,,,,,,,,
tone,1,,,,,,,,
tonight,1,,,,,,,,
too,1,,,,,,,,
tool,1,,,,,,,,
top,1,,,,,,,,
total,1,,,,,,,,
touch,1,,,,,,,,
toward,1,,,,,,,,
town,1,,,,,,,,
toy,1,,,,,,,,
train,1,,,,,,,,
tree,1,,,,,,,,
trip,1,,,,,,,,
trouble,1,,,,,,,,
try,1,,,,,,,,
Tuesday,1,,,,,,,,
tummy,1,,,,,,,,
turn,1,,,,,,,,
twelve,1,,,,,,,,
twenty,1,,,,,,,,
twice,1,,,,,,,,
two,1,,,,,,,,
uncle,1,,,,,,,,
under,1,,,,,,,,
understand,1,,,,,,,,
unit,1,,,,,,,,
until,1,,,,,,,,
up,1,,,,,,,,
upstairs,1,,,,,,,,
us,1,,,,,,,,
use,1,,,,,,,,
useful,1,,,,,,,,
vegetable,1,,,,,,,,
very,1,,,,,,,,
view,1,,,,,,,,
visit,1,,,,,,,,
voice,1,,,,,,,,
wait,1,,,,,,,,
walk,1,,,,,,,,
wall,1,,,,,,,,
want,1,,,,,,,,
war,1,,,,,,,,
warm,1,,,,,,,,
wash,1,,,,,,,,
waste,1,,,,,,,,
watch,1,,,,,,,,
water,1,,,,,,,,
way,1,,,,,,,,
we,1,,,,,,,,
weak,1,,,,,,,,
wear,1,,,,,,,,
weather,1,,,,,,,,
wedding,1,,,,,,,,
Wednesday,1,,,,,,,,
week,1,,,,,,,,
weekend,1,,,,,,,,
weigh,1,,,,,,,,
weight,1,,,,,,,,
welcome,1,,,,,,,,
well,1,,,,,,,,
west,1,,,,,,,,
what,1,,,,,,,,
when,1,,,,,,,,
where,1,,,,,,,,
whether,1,,,,,,,,
which,1,,,,,,,,
while,1,,,,,,,,
white,1,,,,,,,,
who,1,,,,,,,,
whole,1,,,,,,,,
whom,1,,,,,,,,
whose,1,,,,,,,,
why,1,,,,,,,,
wide,1,,,,,,,,
wife,1,,,,,,,,
will,1,,,,,,,,
win,1,,,,,,,,
wind,1,,,,,,,,
window,1,,,,,,,,
wine,1,,,,,,,,
winter,1,,,,,,,,
wish,1,,,,,,,,
with,1,,,,,,,,
woman,1,,,,,,,,
wood,1,,,,,,,,
word,1,,,,,,,,
work,1,,,,,,,,
worker,1,,,,,,,,
world,1,,,,,,,,
worm,1,,,,,,,,
worry,1,,,,,,,,
worse,1,,,,,,,,
worst,1,,,,,,,,
write,1,,,,,,,,
writer,1,,,,,,,,
wrong,1,,,,,,,,
yam,1,,,,,,,,
year,1,,,,,,,,
yellow,1,,,,,,,,
yes,1,,,,,,,,
yesterday,1,,,,,,,,
yet,1,,,,,,,,
you,1,,,,,,,,
young,1,,,,,,,,
your,1,,,,,,,,
yucky,1,,,,,,,,
yummy,1,,,,,,,,
zero,1,,,,,,,,
zoo,1,,,,,,,,
ability,2,,,,,,,,
abroad,2,,,,,,,,
absence,2,,,,,,,,
absent,2,,,,,,,,
accept,2,,,,,,,,
active,2,,,,,,,,
addition,2,,,,,,,,
advance,2,,,,,,,,
affair,2,,,,,,,,
aid,2,,,,,,,,
aim,2,,,,,,,,
aircraft,2,,,,,,,,
airline,2,,,,,,,,
alarm,2,,,,,,,,
album,2,,,,,,,,
alike,2,,,,,,,,
alive,2,,,,,,,,
almond,2,,,,,,,,
aloud,2,,,,,,,,
alphabet,2,,,,,,,,
although,2,,,,,,,,
altogether,2,,,,,,,,
amount,2,,,,,,,,
ancient,2,,,,,,,,
ankle,2,,,,,,,,
anybody,2,,,,,,,,
anyhow,2,,,,,,,,
anyone,2,,,,,,,,
anyplace,2,,,,,,,,
anytime,2,,,,,,,,
anyway,2,,,,,,,,
anywhere,2,,,,,,,,
apartment,2,,,,,,,,
appearance,2,,,,,,,,
appetite,2,,,,,,,,
apply,2,,,,,,,,
apron,2,,,,,,,,
argue,2,,,,,,,,
arm,2,,,,,,,,
armchair,2,,,,,,,,
arrange,2,,,,,,,,
arrest,2,,,,,,,,
arrive,2,,,,,,,,
arrow,2,,,,,,,,
article,2,,,,,,,,
artist,2,,,,,,,,
asleep,2,,,,,,,,
assistant,2,,,,,,,,
attack,2,,,,,,,,
attend,2,,,,,,,,
attention,2,,,,,,,,
